3/17/16,W,88,48.9,44,9,66.7,9,51,20,14,5,16,18,34,82,34.1,23.1,14,50,10,43,14,9,1,21,16,-34
12/23/15,L,80,41.3,35,14,85.7,12,40,14,9,3,20,18,-18,83,47,39.1,16,100,9,40,26,10,9,16,11,18
4/3/16,W,81,48.1,37,17,76.5,4,33,27,9,10,10,20,15,78,42.3,29.6,19,63.2,12,45,16,5,1,22,19,-15
11/15/15,W,76,51.3,33.3,17,70.6,10,40,21,7,7,20,15,1,76,48.7,36.4,17,82.4,8,33,26,9,5,15,16,-1
11/18/15,W,72,48.6,31.8,22,72.7,7,41,15,9,5,18,20,4,80,42.5,25,18,88.9,9,37,14,10,4,14,17,-4
11/20/15,L,80,43.8,30,21,81,18,48,14,4,2,17,24,-9,83,47,28.6,17,94.1,8,34,24,10,5,9,19,9
10/31/15,W,88,44.3,40,18,72.2,15,47,15,13,4,17,24,21,70,40,23.5,21,76.2,7,34,10,8,7,24,19,-21
1/13/16,L,76,40.8,42.1,22,68.2,10,38,20,8,6,14,15,-14,88,44.3,42.3,15,66.7,17,54,25,7,10,13,20,14
1/18/16,L,104,42.3,33.3,20,80,15,49,27,6,7,10,28,-5,88,46.6,51.9,32,87.5,7,50,20,6,4,16,18,5
2/3/16,W,74,44.6,22.7,20,70,8,38,14,4,10,15,19,4,70,37.1,22.2,33,75.8,9,41,11,12,2,14,19,-4
4/13/16,L,83,47,30,15,60,8,38,27,10,1,14,16,-5,85,48.2,24,15,86.7,8,47,19,6,3,14,17,5
3/30/16,L,92,40.2,28.1,29,44.8,16,54,14,11,2,15,23,-7,89,43.8,34.3,18,72.2,9,46,19,6,6,18,21,7
3/19/16,L,86,40.7,29.6,12,58.3,15,40,22,5,4,10,14,-7,80,48.8,31.6,11,72.7,11,42,24,4,6,12,12,7
12/26/15,L,74,48.6,37,27,81.5,8,36,18,7,4,16,22,-5,79,48.1,50,24,83.3,7,34,24,9,6,13,23,5
1/9/16,W,71,54.9,45,18,61.1,5,37,19,10,7,17,16,15,82,41.5,31.6,17,52.9,15,39,14,7,8,17,16,-15
2/10/16,L,70,47.1,33.3,30,76.7,8,44,19,6,3,17,21,-4,82,47.6,42.1,21,66.7,9,40,23,9,3,9,21,4
1/10/16,W,69,44.9,31.3,25,76,6,45,16,8,8,16,18,12,89,32.6,14.3,15,86.7,16,41,15,9,4,11,22,-12
1/16/16,W,83,49.4,50,18,83.3,11,51,17,8,8,12,17,27,90,34.4,39.1,18,61.1,16,44,16,4,4,14,14,-27
12/14/15,L,79,40.5,27.3,17,82.4,7,32,18,8,3,12,23,-37,75,56,42.9,27,92.6,9,48,24,6,2,11,17,37
4/5/16,L,68,47.1,29.4,21,81,5,40,13,5,4,16,18,-2,72,44.4,41.2,19,89.5,4,32,16,10,4,9,16,2
4/1/16,W,72,52.8,36.4,23,60.9,11,43,13,9,5,16,11,13,79,44.3,39.1,10,60,10,34,25,11,1,15,20,-13
10/28/15,L,75,46.7,16.7,21,71.4,4,38,15,4,5,12,25,-5,74,40.5,36.8,34,73.5,8,43,16,2,4,12,20,5
2/23/16,W,74,51.4,41.7,38,81.6,8,41,22,11,4,22,29,3,87,41.4,32.4,41,75.6,11,35,17,15,4,15,28,-3
12/31/15,W,86,50,45.5,11,72.7,12,42,19,7,5,6,18,13,78,44.9,44.4,14,71.4,8,39,19,1,0,11,16,-13
1/14/16,L,83,42.2,17.6,34,73.5,10,38,12,8,3,13,26,-2,74,45.9,45.5,42,71.4,14,54,19,12,2,16,29,2
11/5/15,W,85,43.5,45.8,17,64.7,12,43,23,6,6,11,26,12,72,38.9,25,34,67.6,11,45,16,4,6,14,14,-12
12/30/15,L,80,35,25.6,20,70,15,44,15,8,8,19,24,-14,77,46.8,50,27,63,13,47,27,13,3,12,16,14
10/30/15,W,88,40.9,53.8,25,80,13,51,19,10,9,8,22,28,63,30.2,40,37,73,8,39,15,4,5,19,22,-28
11/12/15,L,89,38.2,23.5,25,76,11,42,13,10,9,10,23,-1,77,46.8,30.8,25,64,8,47,14,6,11,15,20,1
2/29/16,L,101,37.6,29.2,17,70.6,15,52,23,6,4,10,21,-5,84,44,33.3,29,69,11,47,27,6,13,9,18,5
2/1/16,W,85,44.7,38.9,33,66.7,10,50,19,5,4,15,23,9,90,43.3,23.8,20,65,8,42,19,4,7,15,25,-9
3/13/16,W,82,47.6,42.9,22,81.8,11,47,26,8,3,16,22,9,81,46.9,42.9,21,66.7,8,36,25,8,5,12,20,-9
3/26/16,W,83,47,42.9,7,85.7,7,45,21,5,9,14,16,9,84,38.1,36.4,19,84.2,9,41,18,9,4,10,13,-9
12/28/15,W,84,33.3,26.9,36,88.9,15,53,13,11,9,19,18,4,86,41.9,23.8,19,73.7,8,37,20,8,9,18,27,-4
1/22/16,W,75,57.3,56.3,15,86.7,9,40,28,5,4,18,20,22,75,44,37.5,18,77.8,6,24,24,5,2,12,15,-22
12/8/15,L,92,41.3,41.7,22,68.2,19,44,23,7,0,12,22,-8,77,55.8,35.7,24,75,9,40,29,6,2,16,18,8
12/9/15,W,80,48.8,42.9,23,82.6,9,51,26,6,2,16,26,21,78,39.7,38.1,27,55.6,7,36,20,10,3,11,24,-21
12/3/15,L,72,43.1,42.4,24,75,5,39,18,4,8,21,16,-9,89,44.9,34.8,15,100,9,40,19,13,4,11,20,9
11/28/15,W,82,46.3,50,21,76.2,12,49,18,11,9,16,25,14,69,42,29.4,30,80,4,35,19,8,4,17,19,-14
3/4/16,L,75,42.7,26.3,29,65.5,12,45,21,6,5,17,18,-6,81,45.7,22.2,19,84.2,9,42,14,8,5,11,22,6
11/10/15,L,82,48.8,45.5,28,85.7,13,37,30,11,0,16,35,-4,74,50,45.8,43,76.7,11,35,24,9,6,17,21,4
12/16/15,L,67,47.8,35,29,79.3,5,34,17,4,4,13,20,-10,73,46.6,47.6,28,92.9,8,36,14,9,2,10,24,10
3/5/16,W,78,47.4,30,27,96.3,10,53,23,4,10,15,17,12,92,41.3,47.4,11,81.8,6,32,25,6,5,8,27,-12
11/7/15,W,74,41.9,44.4,18,83.3,9,49,18,7,10,21,20,10,91,33,31.6,14,92.9,13,44,16,8,1,14,21,-10
11/23/15,L,73,38.4,26.3,40,70,13,41,15,11,3,21,18,-22,77,54.5,40.7,18,88.9,6,36,22,12,10,17,31,22
12/11/15,L,78,42.3,28.6,24,66.7,11,39,17,7,4,11,16,-4,79,46.8,35.3,16,87.5,11,45,14,4,2,13,19,4
2/25/16,L,77,42.9,17.6,12,75,4,31,15,6,2,11,10,-18,79,48.1,50,12,91.7,9,43,17,5,5,12,16,18
1/7/16,L,78,48.7,25,17,64.7,10,35,25,9,5,19,17,-9,75,52,30.4,26,69.2,11,41,15,11,3,16,16,9
3/20/16,W,83,41,34.2,14,92.9,16,44,24,8,4,18,13,9,65,52.3,37.5,17,82.4,2,27,21,10,10,14,11,-9
4/10/16,W,79,45.6,38.7,21,76.2,11,49,19,7,8,12,14,16,80,40,22.2,19,73.7,6,41,18,6,7,12,19,-16
3/14/16,W,71,49.3,44.4,14,85.7,8,40,20,3,4,13,15,9,88,39.8,23.3,8,78.6,13,39,18,6,3,8,16,-9
3/2/16,L,83,44.6,38.5,16,62.5,10,33,21,6,6,9,21,-10,80,50,27.3,21,85.7,10,45,12,7,5,10,18,10
3/23/16,W,77,40.3,37.9,20,80,13,48,22,8,5,23,19,2,74,44.6,39.1,22,54.5,4,32,22,13,9,15,21,-2
4/8/16,W,68,54.4,45.5,38,71.1,5,36,21,4,5,17,19,13,83,44.6,29.6,20,80,9,33,22,7,7,10,28,-13
2/8/16,W,70,55.7,55,17,82.4,2,36,22,11,2,15,22,14,80,45,28.6,17,52.9,11,39,22,7,2,16,18,-14
12/9/15,W,64,57.8,30,22,90.9,4,34,23,10,2,21,24,3,76,44.7,28,24,79.2,13,35,23,10,2,17,19,-3
1/22/16,W,75,46.7,52,21,85.7,6,41,19,4,8,14,15,20,81,40.7,23.5,17,64.7,14,42,13,4,2,13,16,-20
2/10/16,L,86,45.3,32.3,32,75,11,40,19,3,10,6,34,-5,76,46.1,28.6,53,81.1,12,45,22,5,6,7,21,5
3/4/16,W,67,50.7,50,54,79.6,9,38,12,5,4,13,30,2,83,47,40.7,35,74.3,10,36,14,5,3,12,35,-2
12/7/15,W,74,45.9,36,32,78.1,8,38,18,7,2,9,13,9,83,41,36.8,20,90,14,47,14,4,4,15,23,-9
11/4/15,W,79,41.8,35.7,39,82.1,12,45,12,14,3,15,16,5,82,47.6,34.8,14,85.7,11,41,26,8,10,19,29,-5
3/8/16,W,78,47.4,43.5,25,80,12,40,24,9,7,17,15,5,82,51.2,50,9,100,6,29,23,7,8,16,22,-5
3/10/16,W,82,46.3,29.2,29,72.4,11,48,16,6,3,15,24,8,82,42.7,30.4,27,70.4,6,33,17,8,5,12,24,-8
3/25/16,L,94,41.5,41.9,26,69.2,15,45,23,9,5,12,24,-3,81,51.9,54.5,35,45.7,13,48,25,3,11,17,23,3
12/13/15,W,78,41,31.8,34,73.5,8,41,14,11,9,10,15,20,84,33.3,35.7,14,71.4,15,52,18,1,9,22,20,-20
12/2/15,W,79,45.6,24,24,75,8,50,12,10,5,13,18,10,90,36.7,29.6,16,75,13,43,22,8,7,12,20,-10
1/30/16,W,78,46.2,28.6,47,74.5,13,45,12,9,3,16,20,4,87,44.8,31,34,58.8,10,39,9,10,6,12,29,-4
11/6/15,L,86,34.9,21.7,29,75.9,15,44,13,5,5,10,18,-5,77,42.9,36,22,77.3,6,40,22,4,4,13,25,5
12/3/15,L,92,42.4,29.6,22,86.4,9,39,21,9,3,5,16,-1,81,46.9,44.4,18,100,6,42,30,2,4,11,19,1
12/22/15,W,74,47.3,46.2,27,77.8,10,53,20,4,4,18,19,4,92,43.5,37.9,11,72.7,4,34,23,8,7,6,25,-4
4/2/16,L,80,50,33.3,10,90,6,32,18,8,3,13,21,-7,77,45.5,25,30,90,15,47,28,11,5,15,14,7
11/20/15,W,78,43.6,45.5,24,79.2,12,41,21,7,3,13,15,11,77,45.5,32,17,76.5,9,41,21,8,4,15,18,-11
3/12/16,W,84,44,33.3,38,84.2,7,42,17,10,7,14,23,8,98,37.8,36,26,80.8,16,47,19,9,5,14,30,-8
12/5/15,L,91,44,40,26,80.8,11,38,21,9,3,6,27,-3,73,47.9,53.3,36,72.2,8,43,22,2,5,12,24,3
11/8/15,L,71,39.4,15.8,22,77.3,7,38,17,8,5,18,21,-20,83,42.2,40,25,72,13,48,18,8,8,11,20,20
1/6/16,W,80,43.8,18.2,18,94.4,12,49,16,12,7,17,15,17,78,39.7,31.3,12,58.3,6,39,18,8,4,19,18,-17
4/1/16,W,71,42.3,42.9,29,93.1,11,41,16,8,12,18,19,4,91,40.7,36.8,17,82.4,18,42,16,13,7,14,25,-4
2/1/16,L,78,37.2,32,39,69.2,9,35,13,13,6,12,17,-19,83,54.2,45.5,15,80,7,49,28,6,5,19,25,19
2/22/16,W,87,52.9,44,25,76,13,47,26,7,6,7,19,27,84,44,30,23,65.2,12,40,18,2,3,8,20,-27
11/10/15,L,84,44,23.5,39,79.5,14,49,25,7,6,12,17,-2,95,44.2,47.8,18,88.9,13,44,22,8,7,10,27,2
3/18/16,W,77,48.1,46.4,25,72,7,40,18,10,8,16,19,14,82,43.9,42.9,12,83.3,7,37,18,8,3,16,18,-14
3/20/16,W,81,43.2,30,45,64.4,14,45,18,8,7,12,18,5,83,48.2,36.4,18,66.7,7,40,20,4,8,14,30,-5
10/30/15,W,82,43.9,42.3,35,85.7,9,53,23,11,3,22,33,10,85,37.6,26.9,41,78,7,38,23,14,3,17,28,-10
3/30/16,W,80,45,47.8,28,78.6,8,44,26,14,4,11,19,8,83,44.6,42.4,13,69.2,11,44,24,3,7,18,19,-8
4/13/16,W,93,44.1,35.1,15,53.3,16,57,24,5,10,9,12,7,89,43.8,38.5,12,66.7,5,39,26,8,8,8,17,-7
10/28/15,W,80,45,38.9,39,69.2,9,50,19,8,2,21,24,7,86,37.2,39.1,31,83.9,8,40,23,14,3,13,30,-7
11/1/15,W,90,45.6,44,20,65,18,46,22,12,3,14,19,19,69,42,26.3,24,100,7,33,21,6,8,18,21,-19
1/3/16,L,92,45.7,41.9,19,84.2,13,37,21,6,8,9,19,-2,82,51.2,42.9,25,88,8,42,23,4,8,11,18,2
4/7/16,L,84,38.1,38.1,20,75,8,46,16,10,4,12,16,-8,76,43.4,37.5,21,81,5,41,23,4,12,13,19,8
